image_id,angle,speed
1,0.6498647,1.0
2,0.7189714,1.0
3,0.6602786,1.0
4,0.64555234,0.0
5,0.5943083,0.0
6,0.6830735,1.0
7,0.68129206,1.0
8,0.731832,1.0
9,0.62460333,1.0
10,0.6913389,1.0
11,0.56607366,0.0
12,0.6798343,1.0
13,0.6770073,1.0
14,0.5629371,0.0
15,0.6512854,1.0
16,0.6250756,1.0
17,0.5444109,0.0
18,0.71610403,0.0
19,0.62407327,0.0
20,0.62908596,1.0
21,0.7318593,1.0
22,0.648586,1.0
23,0.6985572,1.0
24,0.69481957,0.0
25,0.674208,1.0
26,0.6981883,1.0
27,0.6889432,1.0
28,0.6249765,0.0
29,0.70429873,0.0
30,0.6867782,1.0
31,0.6351994,1.0
32,0.736212,1.0
33,0.7439239,0.0
34,0.71239877,1.0
35,0.64030993,1.0
36,0.7149017,1.0
37,0.6343362,0.0
38,0.6803754,1.0
39,0.5510167,0.0
40,0.6537155,1.0
41,0.6468928,1.0
42,0.6853031,0.0
43,0.69334865,1.0
44,0.6396705,1.0
45,0.6950547,1.0
46,0.6748878,1.0
47,0.68925834,0.0
48,0.5992774,0.0
49,0.6863598,0.0
50,0.69649017,1.0
51,0.67888105,1.0
52,0.73382497,1.0
53,0.7353079,0.0
54,0.542156,0.0
55,0.693932,1.0
56,0.6874078,0.0
57,0.5833898,0.0
58,0.66605455,1.0
59,0.6559826,1.0
60,0.69387317,1.0
61,0.72378075,1.0
62,0.5906162,1.0
63,0.7280662,1.0
64,0.6899351,1.0
65,0.685018,1.0
66,0.6749049,1.0
67,0.5436954,0.0
68,0.6179389,0.0
69,0.6889787,1.0
70,0.68790185,1.0
71,0.6329575,1.0
72,0.66423225,1.0
73,0.7042446,0.0
74,0.661507,1.0
75,0.68060416,1.0
76,0.6776467,1.0
77,0.65728533,1.0
78,0.63224894,1.0
79,0.6273886,1.0
80,0.67295367,1.0
81,0.71061003,1.0
82,0.7065905,1.0
83,0.6071303,0.0
84,0.663373,1.0
85,0.64336526,1.0
86,0.56389576,0.0
87,0.6109333,1.0
88,0.64219177,1.0
89,0.616481,1.0
90,0.51786584,1.0
91,0.6224826,1.0
92,0.6841486,1.0
93,0.6439978,0.0
94,0.49943078,1.0
95,0.7442839,0.0
96,0.60138,1.0
97,0.6955195,1.0
98,0.63629425,0.0
99,0.6944602,1.0
100,0.68521965,1.0
101,0.6746748,1.0
102,0.6986912,1.0
103,0.64429533,1.0
104,0.63164943,1.0
105,0.6103858,0.0
106,0.61896706,0.0
107,0.64454615,0.0
108,0.61955094,0.0
109,0.71345943,1.0
110,0.7074831,0.0
111,0.68508697,1.0
112,0.5566525,0.0
113,0.6529775,1.0
114,0.6401373,1.0
115,0.6835,1.0
116,0.61071765,1.0
117,0.66219795,1.0
118,0.6075134,1.0
119,0.6637714,1.0
120,0.65470886,0.0
121,0.6772769,1.0
122,0.5791092,0.0
123,0.6816937,1.0
124,0.57225806,0.0
125,0.6608506,1.0
126,0.75179464,0.0
127,0.663264,1.0
128,0.6324699,1.0
129,0.62215245,1.0
130,0.5863073,0.0
131,0.6955334,0.0
132,0.65547097,1.0
133,0.73516655,1.0
134,0.6880423,1.0
135,0.6792301,1.0
136,0.66296613,0.0
137,0.5819544,0.0
138,0.5366294,0.0
139,0.63600606,0.0
140,0.7435821,0.0
141,0.62683856,0.0
142,0.4739036,1.0
143,0.5975371,0.0
144,0.71566814,1.0
145,0.6223257,1.0
146,0.7149137,1.0
147,0.68984526,1.0
148,0.64292574,1.0
149,0.7103603,1.0
150,0.7125252,1.0
151,0.73234624,1.0
152,0.6809721,1.0
153,0.681972,0.0
154,0.535194,1.0
155,0.61559653,1.0
156,0.6508348,0.0
157,0.63478076,0.0
158,0.71658325,1.0
159,0.698874,1.0
160,0.6452523,1.0
161,0.7177494,1.0
162,0.6366308,1.0
163,0.7089405,1.0
164,0.6835479,1.0
165,0.5240995,0.0
166,0.5240907,0.0
167,0.582951,0.0
168,0.62651587,1.0
169,0.6283069,1.0
170,0.71949106,1.0
171,0.5486118,0.0
172,0.5758372,1.0
173,0.686848,0.0
174,0.6248364,1.0
175,0.6367279,1.0
176,0.6225873,0.0
177,0.6821213,1.0
178,0.7438891,1.0
179,0.6099232,1.0
180,0.69827044,1.0
181,0.68368506,1.0
182,0.69846773,1.0
183,0.64684236,1.0
184,0.5828481,0.0
185,0.6003937,1.0
186,0.7375375,1.0
187,0.6963967,1.0
188,0.6401097,1.0
189,0.6704818,0.0
190,0.6938472,1.0
191,0.6151128,1.0
192,0.6753039,0.0
193,0.6768186,1.0
194,0.613166,1.0
195,0.6424304,1.0
196,0.43337753,1.0
197,0.64125186,0.0
198,0.69145715,0.0
199,0.73299825,1.0
200,0.69608337,1.0
201,0.6666853,1.0
202,0.7327954,1.0
203,0.6401685,0.0
204,0.6820533,1.0
205,0.6759966,1.0
206,0.73390007,1.0
207,0.7186147,1.0
208,0.5729276,0.0
209,0.6778754,0.0
210,0.6150062,1.0
211,0.7019194,1.0
212,0.7092996,1.0
213,0.6651424,1.0
214,0.65141386,1.0
215,0.67966735,0.0
216,0.7172199,1.0
217,0.6658302,1.0
218,0.6444649,1.0
219,0.6813364,1.0
220,0.6460304,0.0
221,0.688909,1.0
222,0.6975225,1.0
223,0.7301878,1.0
224,0.69128543,1.0
225,0.63725436,1.0
226,0.693113,1.0
227,0.63507265,1.0
228,0.74323356,1.0
229,0.63138545,1.0
230,0.70085776,1.0
231,0.6229675,1.0
232,0.6539328,1.0
233,0.7451352,1.0
234,0.6002487,0.0
235,0.6485336,1.0
236,0.722854,1.0
237,0.65638465,1.0
238,0.65847945,1.0
239,0.6658767,0.0
240,0.623201,1.0
241,0.5930824,0.0
242,0.66483754,0.0
243,0.6053975,0.0
244,0.7236691,0.0
245,0.6291816,1.0
246,0.6774057,1.0
247,0.60213554,0.0
248,0.652233,1.0
249,0.7382139,1.0
250,0.6997712,1.0
251,0.6117815,1.0
252,0.6426939,0.0
253,0.69072855,1.0
254,0.70917153,1.0
255,0.66926205,1.0
256,0.7183738,1.0
257,0.6655014,1.0
258,0.67879826,1.0
259,0.61426,0.0
260,0.5409145,0.0
261,0.7093643,1.0
262,0.7060046,1.0
263,0.68900275,1.0
264,0.69988525,1.0
265,0.52060217,0.0
266,0.7291503,0.0
267,0.69922435,0.0
268,0.66080105,1.0
269,0.6869039,1.0
270,0.64446,1.0
271,0.708926,1.0
272,0.66970724,1.0
273,0.7036959,0.0
274,0.6585189,0.0
275,0.5757339,0.0
276,0.69895136,1.0
277,0.6830586,0.0
278,0.61703694,1.0
279,0.7037729,0.0
280,0.5752562,1.0
281,0.6026887,0.0
282,0.68192464,1.0
283,0.64348376,1.0
284,0.7007394,1.0
285,0.6452056,1.0
286,0.67781955,1.0
287,0.5704615,0.0
288,0.5437838,0.0
289,0.5799611,0.0
290,0.6551297,1.0
291,0.65417653,1.0
292,0.71438336,1.0
293,0.63901067,1.0
294,0.7338419,1.0
295,0.693095,1.0
296,0.61745477,1.0
297,0.64068985,0.0
298,0.6236771,1.0
299,0.5869576,1.0
300,0.6062681,0.0
301,0.6746136,1.0
302,0.65941185,1.0
303,0.62691873,1.0
304,0.639478,1.0
305,0.66483814,1.0
306,0.6634813,0.0
307,0.6879386,1.0
308,0.65435946,1.0
309,0.6810933,1.0
310,0.6431161,1.0
311,0.61064065,1.0
312,0.55705905,0.0
313,0.68058246,1.0
314,0.7149261,1.0
315,0.61329615,0.0
316,0.63693297,0.0
317,0.71962726,1.0
318,0.6836827,0.0
319,0.6527802,1.0
320,0.5655428,0.0
321,0.6783175,1.0
322,0.664549,1.0
323,0.6823814,1.0
324,0.6821184,1.0
325,0.7043903,0.0
326,0.61101854,0.0
327,0.6568084,1.0
328,0.73865086,1.0
329,0.6867201,1.0
330,0.7106125,1.0
331,0.7350539,1.0
332,0.5837213,0.0
333,0.685814,0.0
334,0.48983362,0.0
335,0.69305086,0.0
336,0.6097338,0.0
337,0.6453248,1.0
338,0.68781245,1.0
339,0.5746682,0.0
340,0.68487835,1.0
341,0.65117276,1.0
342,0.6662146,1.0
343,0.6658596,1.0
344,0.6536402,1.0
345,0.66083413,1.0
346,0.7273573,1.0
347,0.570176,0.0
348,0.6207669,1.0
349,0.727132,1.0
350,0.70786154,1.0
351,0.5541171,0.0
352,0.56524736,1.0
353,0.63938457,1.0
354,0.6773767,1.0
355,0.59114754,0.0
356,0.6502094,1.0
357,0.69953895,1.0
358,0.58957565,1.0
359,0.70065415,0.0
360,0.7379273,1.0
361,0.74806166,1.0
362,0.64563584,0.0
363,0.67518413,1.0
364,0.67974114,1.0
365,0.69494784,1.0
366,0.645468,1.0
367,0.6605192,1.0
368,0.7364224,1.0
369,0.5944592,1.0
370,0.60672796,1.0
371,0.6452218,1.0
372,0.6016349,0.0
373,0.60139394,0.0
374,0.6632398,1.0
375,0.6298726,1.0
376,0.657941,1.0
377,0.71824086,1.0
378,0.62427825,1.0
379,0.67744786,1.0
380,0.61913884,0.0
381,0.565188,0.0
382,0.6310574,1.0
383,0.65001667,1.0
384,0.670954,1.0
385,0.7040274,1.0
386,0.658142,0.0
387,0.562601,0.0
388,0.68353,1.0
389,0.6718775,1.0
390,0.6096853,1.0
391,0.62804097,1.0
392,0.679471,0.0
393,0.50872976,0.0
394,0.5552919,0.0
395,0.6600396,1.0
396,0.64423823,1.0
397,0.569537,0.0
398,0.7160951,0.0
399,0.59302944,0.0
400,0.71032286,1.0
401,0.6644957,1.0
402,0.6278955,1.0
403,0.62082446,1.0
404,0.7029644,1.0
405,0.6636725,1.0
406,0.580677,1.0
407,0.5745898,0.0
408,0.69125736,1.0
409,0.6547836,1.0
410,0.63131,0.0
411,0.6960181,1.0
412,0.6799908,1.0
413,0.72769547,0.0
414,0.7132039,1.0
415,0.5916132,0.0
416,0.6523604,1.0
417,0.72193366,1.0
418,0.7154436,0.0
419,0.698716,1.0
420,0.6845694,1.0
421,0.62950915,0.0
422,0.67327124,1.0
423,0.71669513,1.0
424,0.62927747,1.0
425,0.5867673,0.0
426,0.6933167,1.0
427,0.6745078,0.0
428,0.68112373,1.0
429,0.711297,1.0
430,0.70363027,1.0
431,0.700089,1.0
432,0.6108588,1.0
433,0.71874833,1.0
434,0.6746555,1.0
435,0.535107,1.0
436,0.64111465,1.0
437,0.6861004,1.0
438,0.65175754,1.0
439,0.7167884,1.0
440,0.5353721,1.0
441,0.6214015,1.0
442,0.66413647,1.0
443,0.63233435,1.0
444,0.711846,0.0
445,0.539481,0.0
446,0.70980257,1.0
447,0.6458188,1.0
448,0.64392644,0.0
449,0.6649082,1.0
450,0.5946048,1.0
451,0.54617685,0.0
452,0.66660583,1.0
453,0.6082644,1.0
454,0.7085783,1.0
455,0.7165604,0.0
456,0.6507586,1.0
457,0.66300845,1.0
458,0.66427386,1.0
459,0.6882943,0.0
460,0.5760126,0.0
461,0.666157,1.0
462,0.7349403,1.0
463,0.6720573,1.0
464,0.6216024,1.0
465,0.68921834,1.0
466,0.6563898,0.0
467,0.642887,0.0
468,0.634651,1.0
469,0.70819926,1.0
470,0.65836203,1.0
471,0.6830596,1.0
472,0.55167806,0.0
473,0.67055,1.0
474,0.70331275,1.0
475,0.6934709,0.0
476,0.67550343,1.0
477,0.70906496,1.0
478,0.5999447,0.0
479,0.6962961,1.0
480,0.61812806,1.0
481,0.67612445,1.0
482,0.62724876,0.0
483,0.69844306,1.0
484,0.6674676,1.0
485,0.665305,1.0
486,0.60203415,1.0
487,0.73385274,1.0
488,0.6189325,0.0
489,0.66888213,1.0
490,0.6267184,0.0
491,0.6669131,1.0
492,0.70068365,1.0
493,0.7304455,1.0
494,0.7093396,1.0
495,0.5497969,1.0
496,0.6472561,1.0
497,0.7030064,0.0
498,0.68255043,1.0
499,0.6552854,1.0
500,0.60571223,1.0
501,0.6613469,1.0
502,0.72279155,1.0
503,0.5243614,0.0
504,0.6787103,1.0
505,0.70144117,1.0
506,0.67616093,1.0
507,0.6678472,1.0
508,0.6064966,0.0
509,0.60315645,1.0
510,0.64442056,1.0
511,0.7319324,1.0
512,0.6993226,0.0
513,0.6934747,1.0
514,0.69240755,1.0
515,0.71045786,1.0
516,0.54968905,0.0
517,0.68747604,1.0
518,0.66396844,1.0
519,0.62724197,1.0
520,0.5656328,0.0
521,0.7248005,0.0
522,0.7043976,1.0
523,0.69588715,1.0
524,0.68464625,1.0
525,0.6938282,0.0
526,0.655673,1.0
527,0.64779425,0.0
528,0.7271323,1.0
529,0.67531735,1.0
530,0.54426146,0.0
531,0.68764734,0.0
532,0.70627487,1.0
533,0.6574749,0.0
534,0.6499618,0.0
535,0.6177259,1.0
536,0.7420567,1.0
537,0.7108927,1.0
538,0.6871954,0.0
539,0.64499205,0.0
540,0.6554389,1.0
541,0.5827835,1.0
542,0.7036066,0.0
543,0.6984301,1.0
544,0.61867094,1.0
545,0.6216036,1.0
546,0.6812352,1.0
547,0.67602086,1.0
548,0.6400635,1.0
549,0.7260717,0.0
550,0.59365773,0.0
551,0.65151113,1.0
552,0.51091766,1.0
553,0.51136523,0.0
554,0.7180362,1.0
555,0.41023692,1.0
556,0.72848576,1.0
557,0.6825845,1.0
558,0.6209897,1.0
559,0.6708275,1.0
560,0.5608902,0.0
561,0.5696954,0.0
562,0.7404547,0.0
563,0.67614865,1.0
564,0.7000361,1.0
565,0.6926185,1.0
566,0.64629877,1.0
567,0.51921016,0.0
568,0.6907062,1.0
569,0.620584,1.0
570,0.61869913,1.0
571,0.5869892,0.0
572,0.6158514,0.0
573,0.63614154,1.0
574,0.69301116,1.0
575,0.7022565,1.0
576,0.6884128,1.0
577,0.7054196,1.0
578,0.6628197,1.0
579,0.5996524,1.0
580,0.6565444,1.0
581,0.6230849,1.0
582,0.6646421,1.0
583,0.6391072,1.0
584,0.68228596,1.0
585,0.67282844,1.0
586,0.7380105,1.0
587,0.7042128,1.0
588,0.5852984,0.0
589,0.6125814,1.0
590,0.60010684,0.0
591,0.73314315,1.0
592,0.65985554,1.0
593,0.6210069,1.0
594,0.71581495,0.0
595,0.62829834,0.0
596,0.62087613,1.0
597,0.6804745,1.0
598,0.5285517,1.0
599,0.67004645,1.0
600,0.5781278,0.0
601,0.70341825,0.0
602,0.6080607,1.0
603,0.6449395,1.0
604,0.6539285,1.0
605,0.6086154,1.0
606,0.62016106,1.0
607,0.6705924,0.0
608,0.528299,0.0
609,0.6660561,1.0
610,0.69021153,1.0
611,0.6658355,1.0
612,0.7079999,1.0
613,0.6777543,1.0
614,0.6364629,1.0
615,0.62992334,1.0
616,0.7207033,1.0
617,0.7184918,1.0
618,0.71434784,1.0
619,0.5317427,0.0
620,0.50590485,0.0
621,0.6950916,1.0
622,0.5610878,0.0
623,0.6827812,1.0
624,0.6997589,1.0
625,0.67310214,1.0
626,0.64657235,1.0
627,0.64978576,1.0
628,0.7450783,1.0
629,0.6124464,0.0
630,0.68772864,1.0
631,0.7027113,1.0
632,0.7234559,1.0
633,0.72143734,1.0
634,0.47319996,1.0
635,0.5739235,0.0
636,0.5302712,0.0
637,0.6817269,1.0
638,0.597024,1.0
639,0.55506957,0.0
640,0.73518574,0.0
641,0.6988269,1.0
642,0.70951796,1.0
643,0.6402818,1.0
644,0.68833655,1.0
645,0.6861961,1.0
646,0.697805,0.0
647,0.54018265,0.0
648,0.67677426,1.0
649,0.6109835,1.0
650,0.7362939,1.0
651,0.64385295,0.0
652,0.5720928,0.0
653,0.6804614,1.0
654,0.7003647,0.0
655,0.696989,1.0
656,0.54801387,0.0
657,0.5266508,0.0
658,0.62954146,1.0
659,0.68138194,1.0
660,0.72596467,1.0
661,0.7130313,1.0
662,0.6777147,1.0
663,0.675722,0.0
664,0.6194054,1.0
665,0.57226294,0.0
666,0.60443246,0.0
667,0.6805467,1.0
668,0.6355682,1.0
669,0.6672132,1.0
670,0.6236114,1.0
671,0.66875464,0.0
672,0.7154403,1.0
673,0.6400974,0.0
674,0.5667191,0.0
675,0.61934304,1.0
676,0.64246535,1.0
677,0.67220104,1.0
678,0.70917284,1.0
679,0.5738576,0.0
680,0.6002775,1.0
681,0.6351589,0.0
682,0.65701294,1.0
683,0.55887246,1.0
684,0.6326184,0.0
685,0.6820313,1.0
686,0.6693879,1.0
687,0.6134953,0.0
688,0.6755799,1.0
689,0.7099413,0.0
690,0.55415237,0.0
691,0.7400371,1.0
692,0.60943663,1.0
693,0.7377695,1.0
694,0.6687966,1.0
695,0.49147046,1.0
696,0.6726228,1.0
697,0.623659,1.0
698,0.6440886,1.0
699,0.6017687,1.0
700,0.6541965,1.0
701,0.5049375,0.0
702,0.73221016,1.0
703,0.6387629,1.0
704,0.6330822,0.0
705,0.69572264,1.0
706,0.7239053,1.0
707,0.6264677,1.0
708,0.6956816,1.0
709,0.7020625,1.0
710,0.69671214,1.0
711,0.5874382,1.0
712,0.63856477,1.0
713,0.7027005,1.0
714,0.666725,1.0
715,0.6380134,1.0
716,0.5778911,0.0
717,0.6641521,1.0
718,0.56563294,0.0
719,0.591006,1.0
720,0.5929825,0.0
721,0.7235352,0.0
722,0.6425884,1.0
723,0.6914549,1.0
724,0.6838956,1.0
725,0.7161995,1.0
726,0.6551582,1.0
727,0.722271,1.0
728,0.65889394,1.0
729,0.66681325,1.0
730,0.52080184,0.0
731,0.6118004,1.0
732,0.6799896,1.0
733,0.7108222,1.0
734,0.6435457,1.0
735,0.70170975,1.0
736,0.6542597,1.0
737,0.69405365,0.0
738,0.68736243,1.0
739,0.7180364,1.0
740,0.5774,0.0
741,0.72546667,1.0
742,0.58362687,0.0
743,0.7355155,1.0
744,0.6097058,0.0
745,0.6900238,1.0
746,0.6797515,1.0
747,0.6495495,1.0
748,0.72950065,1.0
749,0.65897393,1.0
750,0.6937289,0.0
751,0.6314267,1.0
752,0.6210168,1.0
753,0.6850417,1.0
754,0.6545143,1.0
755,0.66467226,0.0
756,0.7088139,1.0
757,0.6378525,1.0
758,0.6496792,1.0
759,0.5183247,0.0
760,0.5313492,0.0
761,0.5416218,1.0
762,0.5134015,0.0
763,0.73773086,1.0
764,0.69706523,1.0
765,0.6972095,1.0
766,0.6830992,1.0
767,0.7138395,1.0
768,0.64191383,1.0
769,0.60106266,1.0
770,0.6063097,0.0
771,0.6773757,0.0
772,0.66559875,1.0
773,0.6961547,1.0
774,0.6383726,1.0
775,0.6738422,1.0
776,0.74169075,0.0
777,0.6434389,1.0
778,0.56390876,0.0
779,0.50281245,1.0
780,0.641427,1.0
781,0.6697865,1.0
782,0.4782511,1.0
783,0.66493213,1.0
784,0.6878214,1.0
785,0.6586199,1.0
786,0.70712656,0.0
787,0.59303844,1.0
788,0.6930522,1.0
789,0.70301145,0.0
790,0.6808407,1.0
791,0.62699103,1.0
792,0.6486065,0.0
793,0.68747663,1.0
794,0.6695921,1.0
795,0.6293097,0.0
796,0.5744037,0.0
797,0.6205417,0.0
